,0
40,"['it', 'be', 'about', '2', 'be', '86', 'degree', 'out', 'here', 'in', 'nyc', 'shiiiiiitttt', 'fuck', 'glodman', 'sachs', 'obama', 'well', 'get', 'a', 'plan', '4', 'this', 'global_warming']"
41,"['climate_change', 'sustainability', 'will', 'be', 'a', 'key', 'driver', 'of', 'future', 'economic', 'development', 'listen', 'at']"
42,"['frederic', 'hague', 'at', 'pen', 'climate_change', 'be', 'not', 'just', 'a', 'alarm', 'bell', 'it', 'be', 'a', 'whole', 'blinking', 'discotech']"
43,"['u', 'general', 'say', 'climate_change', 'threatens', ""america's"", 'security', 'the', 'pentagon', 'have', 'make', 'it', 'well', 'know', 'that', 'it', 'consider']"
44,"['even', 'the', 'general', 'know', 'climate_change', 'be', 'go', 'to', 'screw', 'u']"
45,"['government_report', 'say', 'global_warming', 'may_cause', 'cancer_mental', 'illness']"
46,"['climate_change', 'increase_heat', 'wave', 'flood', 'epa']"
47,"['plant', 'remain', 'an', 'effective_way', 'of', 'tackle', 'global_warming']"
48,"['so', 'far', 'in', 'that', 'class', 'i', 'have', 'gotten', 'into', 'heat', 'discussion', 'with', 'global', 'climate_change', 'denier', 'and', 'student', 'that', 'nothing', 'be', 'their', 'fault']"
49,"['global_warming', 'kill', 'forest', 'in', 'colorado']"
50,"['epa', 'confirms', 'climate', 'be', 'change', 'in', 'another', 'display', 'of', 'the', 'sea', 'change', 'that', 'have', 'occur', 'at', 'the', 'u', 'environmental']"
51,"['must', 'see', 'place', 'before_they', 'disappear', 'europe', 'pic', ']:', 'if', 'global_warming', 'prediction', 'prove', 'to', 'be', 'true', 'the', 'foll']"
52,"['combat', 'climate_change', 'lesson', 'from', 'the', 'world', 'à_s', 'indigenous_people']"
53,"['i', 'live', 'in', 'ct', 'please', 'support', 'the', 'climate', 'bill', 'and', 'strong', 'action', 'on', 'climate_change']"
54,"['james_hansen', 'heather_rogers', 'green', 'go_wrong', 'false_hope', 'real_solution', 'to', 'climate_change', '7pm', '4/30']"
55,"['climate_change', 'forest_not', 'for_absorb', 'carbon', 'say_activist']"
56,"['climate_change', 'melt', 'two', 'glacier', 'billing', 'mont', 'glacier_national', 'park', 'have', 'lose', 'two_more', 'of', 'it', 'namesake']"
57,"['climate_change', 'forest_not', 'for_absorb', 'carbon']"
58,"['what', 'beautiful', 'fall', 'weather', 'this', 'morning', 'new_york', 'thanks', 'climate_change', 'bleh']"
59,"['what', 'beautiful', 'fall', 'weather', 'this', 'morning', 'new_york', 'thanks', 'climate_change', 'bleh']"
60,"['climate_change', 'threatens', ""japan's"", 'cherry', 'blossom', 'environment', 'if_you', 'be', 'not', 'familiar', 'with', 'the', 'culture', 'japan']"
61,"['wed', 'podcast', 'mountain', 'valley', 'temp', 'stretch', 'apart', 'with', 'climate_change']"
62,"['mountain', 'valley', 'temp', 'stretch', 'apart', 'with', 'climate_change']"
63,"['arctic', 'rain_in', 'april', 'be', 'sign', 'of', 'global_warming', 'the', 'canadian', 'arctic', 'have', 'be', 'hit', 'by', 'rain_in', 'a', 'sign', 'that', 'the']"
64,"['microbe', 'contribute', 'less', 'to', 'global_warming', 'new', 'haven', 'conn', '. ..']"
65,"['south', 'asian', 'nation', 'to', 'fight', 'climate_change', 'foreign', 'minister', 'of', 'eight', 'south', 'asian', 'nation', 'met', 'in', 'this', 'seclude']"
66,"['climate_change', 'increase_heat', 'wave', 'flood', 'washington_reuters', 'death', 'from', 'heat_wave', 'property', 'damage', 'from']"
67,"['james_hansen', 'heather_rogers', 'green', 'go_wrong', 'false_hope', 'real_solution', 'to', 'climate_change', '7pm', '4/30']"
68,"['i_love', ""frog's"", 'leap', 'seriously', 'what', 'climate_change', 'mean', 'for', 'the', 'wine', 'industry', 'via']"
69,"['report', 'save', 'the', 'whale', 'and', 'they', 'will_save', 'u', 'from', 'global_warming']"
70,"['arctic', 'beauty', 'in', 'black', 'and', 'white', 'alaska_before', 'the', 'effect_of', 'global_warming', 'slide', 'show', ']:', 'toward', 'the', 'end', 'of', 'wor']"
71,"['epa', 'report', 'document', 'very', 'real', 'impact', 'from', 'climate_change', 'in', '22', 'of', '24', 'indicator', 'study']"
72,"['canadian', 'ceo', 'more', 'keen', 'on', 'green', 'than', 'global', 'counterpart', 'prepare', 'for', 'impact_of', 'climate_change']"
73,"['ask', 'the', 'g8', 'g20', 'to', 'support', 'biochar', 'fight', 'climate_change', 'food', 'shortage', 'check', 'this', 'huffpo', 'post']"
74,"['whale', 'doodoo', 'could_help', 'fight', 'climate_change', 'sure', 'why', 'not']"
75,"['global_warming', 'science', 'good_news', 'soil', 'release', 'less', 'carbon', 'than', 'though', 'a', 'world', 'warms']"
76,"['so', 'it', 'april', '27th', 'phoenix', 'have', '90', '_á', 'weather', 'it', 'might', 'snow', 'in', 'new_york', 'today', 'hmmmm', 'global_warming', 'much']"
77,"['high_temperature', 'sea_level', 'due_to', 'global_warming', 'kuala', 'lumpur', ""malaysia's"", 'average', 'temperature', 'have', 'risen', 'by', '1.1']"
78,"['cleaner_air', 'could_speed', 'global_warming', 'hugh', 'pickens', 'writes', 'scientist', 'estimate', 'that', 'the', 'u', 'clean', 'air', 'act', 'have', 'cut']"
79,"['person', '1', 'snow', 'then', '65', 'degree', 'on', 'the', 'same', 'day', 'weather', 'do_not', 'even', 'surprise', 'me', 'anymore', 'person', '2', 'that', 'be', 'why', 'global_warming', 'will', 'win']"
80,"['alaska_before', 'the', 'effect_of', 'global_warming', 'pic', ']:']"
81,"['realdocwatson', 'on', 'global_warming', 'go', 'to', 'antarctica', 'and', 'stake', 'a', 'claim', 'now', 'it', 'will', 'be', 'like', 'florida', 'in', 'a', 'few', 'year']"
82,"['how', 'much', 'trouble', 'do', 'global_warming', 'mean', 'for', 'agriculture', 'just_ask', 'the', 'wine', 'industry']"
83,"['arctic', 'beauty', 'in', 'black', 'and', 'white', 'alaska_before', 'the', 'effect_of', 'global_warming', 'slide', 'show']"
84,"['climate_change', 'from', 'paris', 'to', 'the', 'alp', 'european', 'place', 'in', 'peril', 'photo']"
85,"['report', 'cleaner_air', 'could', 'actually_intensify', 'global_warming', 'a', 'much', 'of', 'the', 'world', 'marked', 'earth_day', 'this', 'past', 'week', 'the', 'environmental']"
86,"['global_warming', 'be', 'a', 'threat', 'after', 'all', 'tim', 'blair', 'round', 'up', 'the', 'late', 'news', 'from', 'the', 'wild', 'frontier', 'of', 'global']"
87,"['kuna', 'indian', 'prepare', 'for', 'relocation', 'a', 'traditional', 'home', 'sink', 'due_to', 'climate_change']"
88,"['how', 'global_warming', 'be', 'kill', ""california's"", 'wine', 'buzz', 'dr', 'kimberley', 'cahill', 'present', 'on', 'climate_change', 'in', 'califor']"
89,"['global_warming', 'ocean_chemistry', 'be', 'change', 'faster_than', 'it', 'have', 'in', '800,000', 'year', 'and', 'that', 'be', 'because_of', 'the', 'carbon']"
90,"['good', 'go', 'douche', ""i'm"", 'sure', 'there_be', 'no', 'climate_change', 'in', 'your', 'backass', 'world', 'graham', 'move', 'imperils', 'obama', 'agenda']"
91,"['ski_resort', 'fight', 'global_warming', 'salt', 'lake', 'city', 'ap', 'ski_resort', 'across', 'the', 'u', 'be', 'use', 'this', 'thanksgiving']"
92,"['bat_bird', 'and_lizard', 'can_fight', 'climate_change', 'by', 'eat', 'insect', 'bird_bat', 'and_lizard', 'may_play', 'an_important']"
93,"['make', 'it', 'green', 'cloud', 'compute', 'and', 'it', 'contribution', 'to', 'climate_change']"
94,"['climate_change', 'favor', 'invasive_specie', 'over', 'indigenous', 'one', '30', 'of', 'plant', 'thoreau', 'saw', 'be', 'now', 'extinct']"
95,"['scary', 'climate_change', 'alter', 'u', 'season', 'spring', '10', 'day', 'early']"
96,"['mediaglobal', 'report', 'on', 'special', 'tip', 'point', 'earth_day', 'event', 'science', 'and', 'art', 'mobilize', 'to', 'fight', 'climate_change']"
97,"['global_warming', 'kill', 'forest', 'in', 'colorado']"
98,"['combat', 'climate_change', 'lesson', 'from', 'the', ""world's"", 'indigenous_people', 'when', 'i', 'arrive', 'at', 'the', 'united_nation', 'climat']"
99,"['africa', 'meteorology', 'service', 'gear', 'up', 'for', 'climate_change', 'on', 'the', 'continent', 'most_vulnerable', 'to', 'climate']"
100,"['china', 'the', 'key', 'to', 'fix', 'global_warming', 'with', 'rapid', 'expansion', 'come', 'sizable', 'environmental', 'impact', 'so', 'the', ""world's""]"
101,"['now', 'on', 'pb', 'go_green', 'new_york', 'examine', 'how', 'new', 'yorkers', 'be', 'confront', 'climate_change', 'check', 'local', 'listing']"
102,"['official', 'nasa', 'report', 'sun', 'cause', 'climate_change']"
103,"['well', 'this', 'be', 'just', 'crazy', 'coal', 'ceo', 'call', 'mine', 'safety', 'rule', 'a', 'silly', 'a', 'global_warming']"
104,"['impact_of', 'climate_change', 'extend', 'to', 'human_health']"
105,"['impact_of', 'climate_change', 'extend', 'to', 'human_health']"
106,"['alpha', 'phi', 'alpha', 'take', 'on', 'climate_change', 'and', 'energy', 'efficiency']"
107,"['natural', 'variability', 'do_not', 'explain', 'global_warming', 'climate', 'scientist', 'tell', 'popular', 'tv', 'meteorologist']"
108,"['rebecca', 'solnit', '350', 'degree', 'of', 'inseparability', 'the', 'good_news', 'about', 'the', 'very_bad', 'news_about', 'climate_change']"
109,"['watch', 'video', 'climate_change', 'threatens', 'sacred', 'tibetan', 'mountain', 'include', 'land', 'know', 'a', 'shangri-la']"
110,"['african', 'meteorology', 'service', 'gear', 'up', 'for', 'climate_change', 'america.gov', 'iri']"
111,"['economist', 'say', 'climate_change', 'be', 'bad', 'for', 'economy']"
112,"['report', 'allergy_season', 'to', 'get_bad', 'with', 'climate_change', 'time.com']"
113,"['don', 'à_t', 'kill', 'bill', 'à_', 'save', 'the', 'climate_change', 'accountability', 'act']"
114,"['climate_change', 'make', 'farmer', 'pastoralists', 'in', 'ethiopia', 'increasingly', 'vulnerable']"
115,"['denis', 'hayes', 'founder', 'of', 'earth_day', 'compare', 'global', 'climate_change', 'to', 'irish', 'famine', 'irishcentral', 'news', 'weather', 'politics']"
116,"['climate_change', 'make', 'farmer', 'pastoralists', 'in', 'ethiopia', 'increasingly', 'vulnerable']"
117,"['it', 'earthday', 'be', 'aware', 'of', 'what', 'you', 'consume', 'waste', 'how', 'you', 'treat', 'this', 'place', 'we', 'only', 'have', '1', 'a', 'we', 'can', 'see', 'global_warming', 'be', 'in', 'effect']"
118,"['earth_day', 'ben', 'verwaayen', 'on', 'what', 'we', 'be', 'do', 'to', 'curb', 'climate_change']"
119,"['health', 'u', 'and', 'other', 'industrial', 'nation', 'already', 'feel', 'impact_of', 'climate_change', 'report']"
120,"['10_first', 'step', 'to', 'greener_living', 'it', 'all_seem', 'so_daunt', 'climate_change', 'carbon_credit', 'not', 'to', 'mention', 'biofuel']"
121,"['climate_change', 'could_raise', 'cost_of', 'u', 'allergy', 'reuters']"
122,"['treat', 'climate_change', 'a', 'a', 'curable', 'disease', 'bioethicists', 'and', 'international', 'law', 'expert', 'met', 'in', 'asilomar', 'later', 'la']"
123,"['well', 'this', 'be', 'just', 'crazy', 'coal', 'ceo', 'call', 'mine', 'safety', 'rule', 'a', 'silly', 'a', 'global_warming']"
124,"['military_lead', 'fight_against', 'climate_change']"
125,"['military_lead', 'fight_against', 'climate_change', 'the', 'u', 'military', 'the', ""government's"", 'large', 'fuel', 'buyer', 'be', 'lead', 'th']"
126,"['swedish', 'expert', 'say', 'co2', 'be', 'not', 'the', 'main', 'cause', 'of', 'global_warming', 'swedish', 'climate', 'expert', 'dr', 'fred', 'goldberg', 'have', 'say']"
127,"['treat', 'climate_change', 'a', 'a', 'curable', 'disease', 'wire', 'science', 'wired.com', 'green']"
128,"['thursday', 'on', 'pb', 'go_green', 'new_york', 'examine', 'how', 'new', 'yorkers', 'be', 'confront', 'climate_change', 'check', 'local', 'listing']"
129,"['un', 'à_', 'only', 'global', 'cooperation', 'can', 'prevent', 'runaway', 'climate_change', 'secretary', 'à_', 'the', 'united_nation', 'seek', 'dialogue', 'i']"
130,"['most_important', 'event', 'in', 'struggle_against', 'climate_change', 'nigerian_environmentalist', 'nnimmo_bassey']"
131,"['military_lead', 'fight_against', 'climate_change', 'pew']"
132,"['report', 'identifies', '11', 'disease', 'health', 'issue', 'affctd', 'by', 'climate_change', 'once', 'u', 'inclde', 'mental', 'health', ""evrything's"", 'stake']"
133,"['for', 'earth_day', 'resource', 'on', 'cop', 'with', 'climate_change']"
134,"['ocean_saltiness', 'show', 'global_warming', 'be', 'intensify_our', 'water_cycle']"
135,"['i', 'support', ""world_people's"", 'conf', 'on', 'climate_change', 'in', 'cochabamba', 'bolivia.watch', 'live']"
136,"['barrett', 'well', 'to', 'have', 'lot', 'of', 'small', 'protocol', 'on', 'climate_change', 'than', 'push', 'for', 'one', 'comprehensive', 'one']"
137,"['topography', 'of', 'mountain', 'could', 'complicate', 'rate', 'of', 'global_warming']"
138,"['i', 'support', 'the', ""world_people's"", 'conference_on', 'climate_change', 'in', 'cochabamba', 'bolivia', 'watch', 'live', 'now', 'at']"
139,"['many', 'global', 'issue', 'require', 'universal', 'co-operation', 'to', 'address', 'smallpox', 'ozone', 'layer', 'climate_change']"
140,"['boil', 'point', 'contain', 'the', 'spill', 'over', 'of', 'climate_change', 'in', 'the', 'indian', 'subcontinent', 'a', 'à_']"
141,"['no', 'link', 'now', 'between', 'eyjafjallaj', '__kull', 'and', 'climate_change', 'but', 'a', 'warming', 'world', 'could', 'trigger', 'earthquake', 'landslide']"
142,"['ethiopia', 'climate_change', 'increase', 'poverty_and', 'vulnerability']"
143,"['ethiopia', 'climate_change', 'increase', 'poverty_and', 'vulnerability', 'small-scale', 'farmer', 'and', 'pastoralists', 'i']"
144,"['the', 'most_important', 'event', 'in', 'the', 'struggle_against', 'climate_change', 'nigerian_environmentalist', 'nnimmo_bassey', 'on', 'à_']"
145,"['the', 'most_important', 'event', 'in', 'the', 'struggle_against', 'climate_change', 'nigerian_environmentalist', 'nnimmo_bassey', 'on', 'à_']"
146,"['backgrounder', ""china's"", 'major', 'policy', 'to', 'tackle', 'climate_change', 'since', 'year', '2000']"
147,"['uw_biologist', 'link_early', 'bloom', 'to', 'global_warming', 'associate', 'press', 'april', '21', '2010', '6:15', 'be', 'et', 'stevens', 'point']"
148,"['will', 'global_warming', ""make_iceland's"", 'volcano_angry', 'melt_glacier', 'around', 'the', 'world', 'could', 'trigger', 'a', 'global']"
149,"['climate_change', 'could', 'nyc', 'get', 'katrina-like', 'flood', 'in', 'a', 'warmer', 'wetter', 'future', 'sea_level', 'rise', 'of', '2', 'foot', 'in', '70yrs']"
150,"['climate_change', 'geologist', 'drill', 'into', 'antarctica', 'find', 'trouble', 'sign', '4', 'ice', 'sheet', 'future', 'à_', 'melt', 'could', 'come', 'fast']"
151,"['either', 'capitalism', 'dy', 'or', 'mother_earth', 'do', 'evo', 'morale', 'claim', 'in', 'the', ""people's"", 'world_conference', 'on', 'climate_change']"
152,"['yet', 'another', 'gift', 'from', 'global_warming', 'increase', 'allergy', 'attack']"
153,"['africa', 'time', 'bomb', 'await', 'africa', 'there_be', 'no', 'doubt', 'that', 'climate_change', 'a', 'an', 'environmental', 'issue', 'ha']"
154,"['buying', 'carbon_offset', 'may', 'ease', 'eco-guilt', 'but', 'not', 'global_warming']"
155,"['all', 'eye', 'on', 'cochabamba', 'those', 'alrdy', 'suffer', 'from', 'global_warming', 'will', 'havechancetospeakout']"
156,"['on', 'ocean', 'floor', 'population', 'of', 'organism', 'despite', 'little', 'oxygen', 'global_warming', 'cause', 'oxygen', 'depletion', 'reduce', 'biodiversity']"
157,"['join', 'u', 'for', 'a', 'discussion', 'on', 'earth_day', '4/22', 'climate_change', 'food', 'security', 'irreversible', 'destiny']"
158,"['pat', 'mooney', 'on', 'the', 'danger', 'of', 'geoengineering', 'and', 'manipulate', 'the', 'planet', 'to_combat', 'climate_change']"
159,"['seasonal_allergy', 'get_bad', 'from', 'climate_change']"
160,"['just', 'because', 'i', 'believe_in', 'global_warming', 'peep', 'think', 'i', 'should', 'believe_in', 'god', 'instead', 'why']"
161,"['i', 'advise', 'everyone', 'who_think', 'global_warming', 'be', 'dead', 'to', 'buy', 'oceanfront', 'property', 'and', 'live', 'there', 'see', 'ya']"
162,"['global_warming', 'melt_ice', 'cap_could', 'help', 'trigger_more', 'volcanic_eruption']"
163,"['mary', 'ellen', 'harte', 'and', 'john', 'harte', 'address', 'climate_change', 'win', 'the', 'war', 'on', 'sustainability', 'at', 'it', 'heart', 'clim']"
164,"['state_dept', 'declares', 'global_warming', 'unequivocal', 'and', 'primarily_human-induced']"
165,"['increasingly', 'corporation', 'be', 'conclude', 'climate_change', 'be', 'real', 'bet', 'on', 'climate_change', 'wired.com']"
166,"['right', 'on', 'richard', ""branson's"", 'earthday', 'message', '2', 'biz', 'get', 'ur', 'house', 'in', 'order.fight', 'global_warming', 'green_eco']"
167,"['meat-wise', 'cynthia', 'bateman', 'on', 'meat-wise', 'monday', 'how', 'animal', 'agriculture', 'make', 'global_warming', 'bad']"
168,"['state_dept', 'declares', 'global_warming', 'unequivocal', 'and', 'primarily_human-induced']"
169,"['global_warming', 'melt_ice', 'cap_could', 'trigger_more', 'volcanic_eruption']"
170,"['hey', 'we', 'come', 'up', 'with', 'all', 'kind', 'of', 'idea', 'for', 'fix', 'global_warming', 'love', 'my', 'environmentalism', 'class', 'sigh']"
171,"['an', 'overview', 'of', 'the', 'green', 'car', 'revolution', 'go_green', 'the', 'increase', 'awareness', 'about', 'the', 'threat', 'of', 'global_warming']"
172,"['2nd', 'eruption', 'of', 'hekla', 'in', 'iceland', ""let's"", 'call', '2010', 'the', 'year', 'the', 'earth', 'struck', 'back', 'this', 'be', 'for', 'global_warming', 'and', 'this', 'be', 'for', 'oil', 'spill']"
173,"['climate_change', 'place', 'to', 'see', 'before_they', 'disappear', 'à_the', 'america', 'photo']"
174,"['bishop', 'lane', 'episcopal', 'dio', 'of', 'maine', 'climate_change', 'most_important', 'issue', 'of', 'our', 'time', 'bangor', 'daily', 'nw']"
175,"['cool', 'it', 'global_warming', 'be', 'bad', 'enough', 'without', 'you', 'heating', 'thing', 'up', 'in', 'the', 'interest', 'of', 'honest', 'discussion', 'can', 'we']"
176,"['climate_change', 'migration', 'pattern', 'have', 'change', 'for', '20', 'billion', 'bird']"
177,"['volcanic_ash', 'cloud', 'global_warming', 'may_trigger', 'more', 'volcano', 'climate_change', 'could', 'spark', 'more', 'hazardous']"
178,"['just', 'briefed', 'on', 'global', 'cool', 'volcano', 'via', 'but', 'i', 'wonder', 'if', 'it', 'get', 'to', 'the', 'stratosphere', 'can', 'it', 'slow', 'improve', 'global_warming']"
179,"['climate', 'change-ing', 'your_allergy']"
180,"['climate_change', 'denier', 'bobby', 'jindal', 'mocked', 'volcano', 'warning', 'read', 'the', 'paper', 'lately', 'start', 'think', 'for', 'yourselves']"
181,"['cara', 'mertes', 'at', 'tedxvolcano', 'we', 'be', 'all', 'strand', 'this', 'weekend', 'and', 'we', 'be', 'get', 'a', 'sneak', 'preview', 'of', 'climate_change', 'we', 'have', 'to', 'adapt']"
182,"['larry', 'brilliant', 'at', 'tedxvolcano', 'we', 'have', 'to', 'fight', 'for', 'science', 'the', 'single', 'most_important', 'thing', 'we', 'face', 'be', 'climate_change', 'socmedia']"
183,"['larry', 'brilliant', 'at', 'tedxvolcano', 'we', 'have', 'to', 'fight', 'for', 'science', 'the', 'single', 'most_important', 'thing', 'we', 'face', 'be', 'climate_change', 'socent', 'green']"
184,"['damn', 'man', 'that', 'ash_cloud', 'in', 'europe', 'be', 'crazy', 'they', 'say', 'due_to', 'global_warming', 'with', 'the', 'volcano', 'activate', 'get', 'crazy']"
185,"['larry', 'brilliant', 'at', 'tedxvolcano', 'climate_change', 'be', 'exacerbate', 'all', 'other', 'crisis', 'of', 'our', 'age', 'but', 'climate', 'science', 'be', 'now', 'under', 'attack']"
186,"['global_warming', 'cause', 'volcano', 'eruption', 'by', 'jonah', 'goldberg', 'from', 'reuters', 'oslo', 'reuters', 'a', 'thaw', 'of', ""iceland's""]"
187,"['climate_change', 'volcanic', 'activity', 'ice_cap', 'thaw', 'may', 'awaken', 'icelandic', 'volcano']"
188,"['à_no', 'rain_in', 'the', 'amazon', 'how', 'south', 'america', 'à_s', 'climate_change', 'affect', 'entire', 'planet', 'à_', 'interview', 'of', 'nikolas', 'kozloff', 'vid']"
189,"['climate_change', 'place', 'to', 'see', 'before_they', 'disappear', 'à_the', 'america', 'photo']"
190,"['hmmm', 'they', 'rather', 'bury', 'the', 'lede', 'here', 'iceland', 'glacier', 'melt', 'from', 'global_warming', 'then', 'volcano', 'go', 'off']"
191,"['not', 'sure', 'if', 'this', 'be', 'consensus', 'but', 'scientist', 'warns', 'climate_change', 'will', 'lead', 'to', 'more', 'volcano', 'crisis', 'due_to', 'melt_ice']"
192,"['wish', 'i', 'be', 'in', 'cochabamba', 'at', 'the', ""people's"", 'world_conference', 'on', 'climate_change', 'and', 'the', 'right', 'of_mother', 'earth']"
193,"['i', 'feel', 'that', 'already', 'climate_change', 'make', 'seasonal_allergy', 'bad', 'near-record', 'high', 'this', 'spring']"
194,"['climate_change', 'make', 'seasonal_allergy', 'bad', 'near-record', 'high', 'this', 'spring']"
195,"['like', 'icelandic', 'volcanic_eruption', 'disrupt', 'your', 'air', 'travel', 'climate_change', 'glacier', 'thaw', 'more', 'of', 'it']"
196,"['cochabamba', 'summit', 'offer', 'new', 'approach', 'to_combat', 'climate_change']"
197,"['climate_change', 'be', 'make', 'you', 'sneeze']"
198,"['environment', 'climate', 'of', 'change', 'from', 'something', 'a', 'simple', 'a', 'remind', 'computer', 'user', 'to', 'power', 'down', 'when', 'not', 'workin']"
199,"['professor', 'perspective', 'reason', 'to', 'be', 'concerned', 'about', 'climate_change', 'spring', 'in', 'connecticut', 'brings', 'renewal']"
200,"['the', 'need', 'to', 'switch', 'to', 'renewable_energy', 'climate', 'scientist', 'have', 'long', 'warn', 'u', 'that', 'global_warming', 'be', 'accelerate']"
201,"['climate_change', 'culprit', 'for', 'off-the-charts', 'pollen', 'count']"
202,"['coalition', 'of', 'the', 'tire', 'of', 'wait_fight', 'climate_change', 'at_ground', 'level']"
203,"['allergy_season', 'to', 'worsen', 'with', 'climate_change', 'report', 'a', 'new', 'report_release', 'on', 'wednesday', 'by', 'the', 'national', 'wildlife']"
204,"['cute', 'i', 'mention', 'global_warming', 'and', 'a', 'denialist', 'sends', 'me', 'a', 'link', 'to', 'a', 'finnish', 'newspaper', 'article', 'purportedly', 'refute', 'it']"
205,"['be', 'nationalize', 'the', 'energy', 'industry', 'necessary', 'to', 'fight', 'global_warming']"
